source_genesymbol	target_genesymbol	source_uniprot	target_uniprot	source_db	source_transmembrane	source_peripheral	source_secreted	source_integrin	source_other	source_other_desc	source_Small_Molecule	target_transmembrane	target_peripheral	target_secreted	target_integrin	target_other	target_other_desc	target_Small_Molecule
COMPLEX:CGA_TSHB	TSHR	COMPLEX:P01215_P01222	P16473	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SELE	SELPLG	P16581	Q14242	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
CCL3L3	DPP4	P16619	P27487	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
CCL3L3	CCR1	P16619	P32246	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL3L3	CCR3	P16619	P51677	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
THBS2	CD36	P35442	P16671	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
NPPB	NPR3	P16860	P17342	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NPPB	NPR2	P16860	P20594	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NPPB	DPP4	P16860	P27487	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
NPPC	NPR3	P23582	P17342	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
OSTN	NPR3	P61366	P17342	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
LGALS3	MERTK	P17931	Q12866	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGFBP3	TMEM219	P17936	Q86XT9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PGF	FLT1	P49763	P17948	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
VEGFB	FLT1	P49765	P17948	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
BMP7	SLAMF1	P18075	Q13291	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
BMP7	PTPRK	P18075	Q15262	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ADCYAP1	DPP4	P18509	P27487	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
ADCYAP1	VIPR1	P18509	P32241	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ADCYAP1	ADCYAP1R1	P18509	P41586	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ADCYAP1	VIPR2	P18509	P41587	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ADCYAP1	SCTR	P18509	P47872	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
KITLG	EPOR	P21583	P19235	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
GRN	TNFRSF1A	P28799	P19438	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FASLG	TNFRSF1A	P48023	P19438	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
CXCL2	CXCR1	P19875	P25024	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL2	CXCR2	P19875	P25025	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL2	DPP4	P19875	P27487	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
CXCL3	CXCR1	P19876	P25024	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL3	CXCR2	P19876	P25025	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GRN	TNFRSF1B	P28799	P20333	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
TAC1	TACR2	P20366	P21452	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TAC1	TACR1	P20366	P25103	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PMCH	MCHR2	P20382	Q969V1	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PMCH	MCHR1	P20382	Q99705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TRH	TRHR	P20396	P34981	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NPPC	NPR2	P23582	P20594	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NTF3	NTRK3	P20783	Q16288	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NTF3	NTRK2	P20783	Q16620	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
EDN2	EDNRA	P20800	P25101	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
EFNA1	EPHA1	P20827	P21709	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
EFNA1	EPHA2	P20827	P29317	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
EFNA1	EPHA3	P20827	P29320	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
EFNA1	EPHA8	P20827	P29322	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
EFNA1	EPHA5	P20827	P54756	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
EFNA1	EPHA4	P20827	P54764	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
EFNA1	EPHA7	P20827	Q15375	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
PTN	PTPRS	P21246	Q13332	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PTN	ALK	P21246	Q9UM73	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TAFA4	FPR1	Q96LR4	P21462	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
EFNA3	EPHA1	P52797	P21709	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA4	EPHA1	P52798	P21709	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
EFNA5	EPHA1	P52803	P21709	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
DDC	DRD1	P20711	P21728	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
RPS19	C5AR1	P39019	P21730	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
GHRL	TBXA2R	Q9UBU3	P21731	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TBXAS1	TBXA2R	P24557	P21731	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
MDK	LRP1	P21741	Q07954	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
MDK	SORL1	P21741	Q92673	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
MDK	ALK	P21741	Q9UM73	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF7	FGFR2	P21781	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF7	FGFR3	P21781	P22607	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF9	FGFR2	P31371	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF8	FGFR2	P55075	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF23	FGFR2	Q9GZV9	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF22	FGFR2	Q9HCT0	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
CD72	SEMA4D	P21854	Q92854	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
BTC	ERBB3	P35070	P21860	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
DDC	DRD4	P20711	P21917	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
DDC	DRD5	P20711	P21918	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
CCL1	CCR8	P22362	P51685	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF9	FGFR3	P31371	P22607	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF8	FGFR3	P55075	P22607	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF23	FGFR3	Q9GZV9	P22607	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF20	FGFR3	Q9NP95	P22607	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
COMPLEX:CGA_LHB	LHCGR	COMPLEX:P01215_P01229	P22888	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FAM3C	GLRA2	Q92520	P23416	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TNFSF4	TNFRSF4	P23510	P43489	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
BDNF	NTRK2	P23560	Q16620	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BDNF	GPR152	P23560	Q8TDT2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BDNF	SORT1	P23560	Q99523	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BDNF	F11R	P23560	Q9Y624	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL5	CXCR1	P42830	P25024	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
YARS	CXCR1	P54577	P25024	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
CXCL6	CXCR1	P80162	P25024	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL5	CXCR2	P42830	P25025	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL6	CXCR2	P80162	P25025	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
MT-RNR2	FPR3	Q8IVG9	P25089	CellPhoneDB_v4	False	False	True	False	True		na	True	False	False	False	False		na
HEBP1	FPR3	Q9NRV9	P25089	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
CAMP	FPR2	P49913	P25090	CellPhoneDB_v4	False	False	True	False	True		na	True	False	False	False	False		na
CCL23	FPR2	P55773	P25090	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TAFA5	FPR2	Q7Z5A7	P25090	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
MT-RNR2	FPR2	Q8IVG9	P25090	CellPhoneDB_v4	False	False	True	False	True		na	True	False	False	False	False		na
GUCA2A	GUCY2C	Q02747	P25092	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GUCA2B	GUCY2C	Q16661	P25092	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL12	ACKR3	P48061	P25106	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	True	CoReceptor_Acts as coreceptor with CXCR4 for a restricted number of HIV isolates (uniprot)	na
FASLG	FAS	P48023	P25445	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
CD40LG	CD40	P29965	P25942	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
INSL3	CD40	P51460	P25942	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
TNFSF13B	CD40	Q9Y275	P25942	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
CD70	CD27	P32970	P26842	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
MST1	MST1R	P26927	Q04912	CellPhoneDB_v4	False	False	True	False	True		na	True	False	False	False	False		na
INHBC	ACVR2A	P55103	P27037	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INHBE	ACVR2A	P58166	P27037	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL12	DPP4	P48061	P27487	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
CCL11	DPP4	P51671	P27487	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
CXCL9	DPP4	Q07325	P27487	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
GDF1	HTR4	P27539	Q13639	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
DDC	HTR1D	P20711	P28221	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
DDC	HTR1B	P20711	P28222	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
DDC	HTR2A	P20711	P28223	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
DDC	HTR2C	P20711	P28335	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
DDC	HTR1E	P20711	P28566	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
GRN	SORT1	P28799	Q99523	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GRN	CLEC4M	P28799	Q9H2X3	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
TNFSF8	TNFRSF8	P32971	P28908	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
NAMPT	ADORA2A	P43490	P29274	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ENTPD1	ADORA2A	P49961	P29274	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
ENTPD1	ADORA2B	P49961	P29275	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA3	EPHA2	P52797	P29317	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA4	EPHA2	P52798	P29317	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
EFNA5	EPHA2	P52803	P29317	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA3	EPHA3	P52797	P29320	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
EFNA4	EPHA3	P52798	P29320	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
EFNA5	EPHA3	P52803	P29320	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
EFNA3	EPHA8	P52797	P29322	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA4	EPHA8	P52798	P29322	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
EFNA5	EPHA8	P52803	P29322	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA5	EPHB2	P52803	P29323	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNB1	EPHB2	P98172	P29323	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
TAC3	TACR3	Q9UHF0	P29371	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GAS6	AXL	Q14393	P30530	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
LRPAP1	SORT1	P30533	Q99523	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
ENTPD1	ADORA1	P49961	P30542	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
SST	SSTR1	P61278	P30872	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SST	SSTR2	P61278	P30874	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
DDC	HTR1F	P20711	P30939	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
NSMF	GNRHR	Q6X4W1	P30968	CellPhoneDB_v4	False	True	False	False	False		na	True	False	False	False	False		na
NTS	NTSR1	P30990	P30989	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NTS	SORT1	P30990	Q99523	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SST	SSTR4	P61278	P31391	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
L1CAM	COMPLEX:EZR_L1CAM	P32004	COMPLEX:P15311_P32004	CellPhoneDB_v4	True	False	False	False	False		na	False	True	False	False	False		na
CCL23	CCR1	P55773	P32246	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL18	CCR1	P55774	P32246	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL8	CCR1	P80075	P32246	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL7	CCR1	P80098	P32246	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL14	CCR1	Q16627	P32246	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL15	CCR1	Q16663	P32246	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL13	CCR1	Q99616	P32246	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL26	CCR1	Q9Y258	P32246	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL19	CCR7	Q99731	P32248	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SST	SSTR3	P61278	P32745	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA8	GPR152	P32881	Q8TDT2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IFNA8	COMPLEX:IFNAR1_IFNAR2	P32881	COMPLEX:P17181_P48551	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ICAM3	CLEC4M	P32942	Q9H2X3	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
ICAM3	CD209	P32942	Q9NNX6	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
CD70	TNFRSF17	P32970	Q02223	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CD70	GPRC5B	P32970	Q9NZH0	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NTF4	NTRK2	P34130	Q16620	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BMP8B	PLAUR	P34820	Q03405	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
DDC	HTR7	P20711	P34969	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
ADIPOQ	CNR2	Q15848	P34972	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PTGES	PTGER1	O14684	P34995	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
PTGES2	PTGER1	Q9H7Z7	P34995	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
PTGES3	PTGER1	Q15185	P34995	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
UCN	CRHR1	P55089	P34998	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BTC	ERBB4	P35070	Q15303	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
IL13	IL13RA2	P35225	Q14627	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL13	TMEM219	P35225	Q86XT9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ADM	MRGPRX2	P35318	Q96LB1	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ADM	COMPLEX:RAMP3_CALCRL_GPER1	P35318	COMPLEX:O60896_Q16602_Q99527	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SST	SSTR5	P61278	P35346	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PTGES	PTGER4	O14684	P35408	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
PTGES2	PTGER4	Q9H7Z7	P35408	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
PTGES3	PTGER4	Q15185	P35408	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
APLN	APLNR	Q9ULZ1	P35414	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
DDC	DRD3	P20711	P35462	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
VEGFC	FLT4	P49767	P35916	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
PDGFC	FLT4	Q9NRA1	P35916	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
VEGFC	KDR	P49767	P35968	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
SLURP1	CHRNA7	P55000	P36544	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FLT3LG	FLT3	P49771	P36888	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
LTB	LTBR	Q06643	P36941	CellPhoneDB_v4	False	True	False	False	False		na	True	False	False	False	False		na
CCL11	PPARG	P51671	P37231	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
GDNF	COMPLEX:RET_GFRA1	P39905	COMPLEX:P07949_P56159	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
THPO	MPL	P40225	P40238	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PNOC	OPRL1	Q13519	P41146	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
LEP	LEPR	P41159	P48357	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
CD200	CD200R1	P41217	Q8TD46	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
WNT5A	ROR1	P41221	Q01973	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
WNT5A	ROR2	P41221	Q01974	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
WNT5A	PTPRK	P41221	Q15262	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
WNT5A	EPHA7	P41221	Q15375	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
WNT5A	ANTXR1	P41221	Q9H6X2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TNFSF9	TNFRSF9	P41273	Q07011	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
TNFSF9	IL13RA2	P41273	Q14627	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
TNFSF9	ADGRG5	P41273	Q8IZF4	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
DDC	HTR2B	P20711	P41595	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
CCL11	CCR2	P51671	P41597	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL8	CCR2	P80075	P41597	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL7	CCR2	P80098	P41597	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL13	CCR2	Q99616	P41597	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL26	CCR2	Q9Y258	P41597	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ASIP	MC1R	P42127	Q01726	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL5	ACKR1	P42830	Q16570	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
AKR1B1	PTGFR	P15121	P43088	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
CBR1	PTGFR	P16152	P43088	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
PRXL2B	PTGFR	Q8TBF2	P43088	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
PTGES	PTGER3	O14684	P43115	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
PTGES2	PTGER3	Q9H7Z7	P43115	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
PTGES3	PTGER3	Q15185	P43115	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
GHRL	PTGER3	Q9UBU3	P43115	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PTGES	PTGER2	O14684	P43116	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
PTGES2	PTGER2	Q9H7Z7	P43116	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
PTGES3	PTGER2	Q15185	P43116	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
PTGIS	PTGIR	Q16647	P43119	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
GHRL	PTGIR	Q9UBU3	P43119	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NAMPT	IL13RA2	P43490	Q14627	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NAMPT	P2RY6	P43490	Q15077	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL9	KIR2DL3	Q07325	P43628	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FAM3C	KIR2DL3	Q92520	P43628	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TAFA1	GPR1	Q7Z5A9	P46091	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RARRES2	GPR1	Q99969	P46091	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL7	CCR10	P80098	P46092	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL28	CCR10	Q9NRJ3	P46092	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL27	CCR10	Q9Y4X3	P46092	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
XCL1	XCR1	P47992	P46094	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
XCL2	XCR1	Q9UBD3	P46094	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
DDC	HTR3A	P20711	P46098	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
NOV	NOTCH1	P48745	P46531	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
WNT4	NOTCH1	P56705	P46531	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
JAG1	NOTCH1	P78504	P46531	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
DLK1	NOTCH1	P80370	P46531	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
CNTN1	NOTCH1	Q12860	P46531	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
DLL4	NOTCH1	Q9NR61	P46531	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
DLL3	NOTCH1	Q9NYJ7	P46531	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
JAG2	NOTCH1	Q9Y219	P46531	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
DDC	HTR5A	P20711	P47898	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
XCL1	ADGRV1	P47992	Q8WXG9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL12	CXCR3	P48061	P49682	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL12	CXCR4	P48061	P61073	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NPW	NPBWR1	Q8N729	P48145	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NPB	NPBWR1	Q8NG41	P48145	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
