source_genesymbol	target_genesymbol	source_uniprot	target_uniprot	source_db	source_transmembrane	source_peripheral	source_secreted	source_integrin	source_other	source_other_desc	source_Small_Molecule	target_transmembrane	target_peripheral	target_secreted	target_integrin	target_other	target_other_desc	target_Small_Molecule
WNT7A	LDLR	O00755	P01130	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NRG2	ERBB3	O14511	P21860	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
NRG2	ERBB4	O14511	Q15303	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
CXCL11	ACKR3	O14625	P25106	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	True	CoReceptor_Acts as coreceptor with CXCR4 for a restricted number of HIV isolates (uniprot)	na
CXCL11	DPP4	O14625	P27487	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
CXCL11	CXCR3	O14625	P49682	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FASLG	TNFRSF10B	P48023	O14763	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
TNFSF10	TNFRSF10B	P50591	O14763	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
VEGFA	NRP1	P15692	O14786	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
PGF	NRP1	P49763	O14786	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
VEGFB	NRP1	P49765	O14786	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
SEMA3A	NRP1	Q14563	O14786	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
MSTN	COMPLEX:ACVR2A_TGFBR1	O14793	COMPLEX:P27037_P36897	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
MSTN	COMPLEX:TGFBR1_ACVR2B	O14793	COMPLEX:P36897_Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TNFSF10	TNFRSF10C	P50591	O14798	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
TNFSF13	TNFRSF13B	O75888	O14836	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CD70	TNFRSF13B	P32970	O14836	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TNFSF13B	TNFRSF13B	Q9Y275	O14836	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
BAG6	NCR3	P46379	O14931	CellPhoneDB_v4	False	True	False	False	False		na	True	False	False	False	False		na
NCR3LG1	NCR3	Q68D85	O14931	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EREG	EGFR	O14944	P00533	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
EREG	ERBB4	O14944	Q15303	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
PTN	PLXNB2	P21246	O15031	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SEMA4G	PLXNB2	Q9NTN9	O15031	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
SEMA3E	PLXND1	O15041	Q9Y4D7	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ANGPT2	TEK	O15123	Q02763	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
CCL4L2	PGRMC2	Q8NHW4	O15173	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
EFNB1	EPHB6	P98172	O15197	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	True		na
VGF	NTRK1	O15240	P04629	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PSAP	GPR37	P07602	O15354	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TAFA5	GPR37	Q7Z5A7	O15354	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IL16	GRIN2D	Q14005	O15399	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL25	CCR9	O15444	P51686	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL25	ACKR4	O15444	Q9NPB9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL16	CCR1	O15467	P32246	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL16	CCR2	O15467	P41597	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL16	CCR8	O15467	P51685	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL16	HRH4	O15467	Q9H3N8	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF10	FGFR2	O15520	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
ADIPOQ	GPR42	Q15848	O15529	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CCL4L2	GPR42	Q8NHW4	O15529	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FAM3C	GPR42	Q92520	O15529	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BMP10	FFAR2	O95393	O15552	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TNF	FFAR2	P01375	O15552	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
CCL4L2	FFAR2	Q8NHW4	O15552	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FAM3C	FFAR2	Q92520	O15552	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
MLN	MLNR	P12872	O43193	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GHRL	MLNR	Q9UBU3	O43193	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
DHH	COMPLEX:PTCH1_BOC	O43323	COMPLEX:Q13635_Q9BWV1	CellPhoneDB_v4	True	False	True	False	False		na	False	False	False	False	False		na
DHH	COMPLEX:PTCH1_CDON	O43323	COMPLEX:Q13635_Q4KMG0	CellPhoneDB_v4	True	False	True	False	False		na	False	False	False	False	False		na
DHH	COMPLEX:GAS1_PTCH1	O43323	COMPLEX:P54826_Q13635	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
TNFSF12	TNFRSF25	O43508	Q93038	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
TNFSF12	TNFRSF12A	O43508	Q9NP84	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
GNRH2	GNRHR	O43555	P30968	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GNRH2	GNRHR2	O43555	Q96P88	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TNFSF14	LTBR	O43557	P36941	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
TNFSF14	TNFRSF14	O43557	Q92956	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
HCRT	HCRTR1	O43612	O43613	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
HCRT	HCRTR2	O43612	O43614	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TYROBP	CD44	O43914	P16070	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
VEGFD	FLT4	O43915	P35916	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
VEGFD	KDR	O43915	P35968	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
EFNA2	EPHA1	O43921	P21709	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA2	EPHA2	O43921	P29317	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA2	EPHA3	O43921	P29320	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
EFNA2	EPHA8	O43921	P29322	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA2	EPHA5	O43921	P54756	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA2	EPHA4	O43921	P54764	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
EFNA2	EPHA7	O43921	Q15375	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
CXCL13	CXCR5	O43927	P32302	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL13	ACKR4	O43927	Q9NPB9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF17	FGFR2	O60258	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF17	FGFR3	O60258	P22607	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
GDF9	COMPLEX:TGFBR1_BMPR2	O60383	COMPLEX:P36897_Q13873	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
VEGFA	NRP2	P15692	O60462	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
PGF	NRP2	P49763	O60462	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
SEMA3F	NRP2	Q13275	O60462	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
SEMA3C	NRP2	Q99985	O60462	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
SEMA7A	PLXNC1	O75326	O60486	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
PSPN	COMPLEX:RET_GFRA4	O60542	COMPLEX:P07949_Q9GZZ7	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PSAP	GPR37L1	P07602	O60883	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ADM	RAMP3	P35318	O60896	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SLIT1	ROBO1	O75093	Q9Y6N7	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
ICOSLG	ICOS	O75144	Q9Y6W8	CellPhoneDB_v4	True	False	False	False	False		na	True	False	True	False	False		na
DKK1	LRP5	O94907	O75197	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SOSTDC1	LRP5	Q6X4U4	O75197	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
COMPLEX:CYP11A1_FDX1_FDXR_FDX2	NR1I2	COMPLEX:P05108_P10109_P22570_Q6P4F2	O75469	CellPhoneDB_v4	False	False	False	False	False		na	False	False	False	False	False		na
RSPO4	LGR5	Q2I0M5	O75473	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RSPO1	LGR5	Q2MKA7	O75473	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RSPO2	LGR5	Q6UXX9	O75473	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
RSPO3	LGR5	Q9BXY4	O75473	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
APP	TNFRSF21	P05067	O75509	CellPhoneDB_v4	True	False	False	False	False		na	True	False	False	False	False		na
DKK1	LRP6	O94907	O75581	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SOSTDC1	LRP6	Q6X4U4	O75581	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
DKK2	LRP6	Q9UBU2	O75581	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
REN	ATP6AP2	P00797	O75787	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TNFSF13	TNFRSF1A	O75888	P19438	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
TNFSF13	FAS	O75888	P25445	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
TNFSF13	TNFRSF17	O75888	Q02223	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TNFSF13	TNFRSF14	O75888	Q92956	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF18	FGFR2	O76093	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
FGF18	FGFR3	O76093	P22607	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
SLIT2	ROBO2	O94813	Q9HCK4	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
SLIT2	ROBO1	O94813	Q9Y6N7	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TAFA5	S1PR2	Q7Z5A7	O95136	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TNFSF15	TNFRSF25	O95150	Q93038	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
NTN1	UNC5C	O95631	O95185	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
DDC	HTR3B	P20711	O95264	CellPhoneDB_v4	False	False	False	False	False		na	True	False	False	False	False		na
WISP3	SORL1	O95389	Q92673	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
GDF11	ANTXR1	O95390	Q9H6X2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF11	COMPLEX:ACVR2A_TGFBR1	O95390	COMPLEX:P27037_P36897	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GDF11	COMPLEX:TGFBR1_ACVR2B	O95390	COMPLEX:P36897_Q13705	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BMP10	KIR2DL3	O95393	P43628	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BMP10	KIR3DL1	O95393	P43629	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BMP10	KIR3DS1	O95393	Q14943	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BMP10	GPR152	O95393	Q8TDT2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
BMP10	VSIR	O95393	Q9H7M9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
UTS2	UTS2R	O95399	Q9UKP6	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NTN1	DCC	O95631	P43146	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NTN1	UNC5A	O95631	Q6ZN44	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NTN1	UNC5B	O95631	Q8IZJ1	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CXCL14	CXCR4	O95715	P61073	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
FGF19	NR1H4	O95750	Q96RI1	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
CCL5	GPR75	P13501	O95800	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CER1	MRC2	O95813	Q9UBG0	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GCG	GLP2R	P01275	O95838	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
OSM	COMPLEX:IL6ST_OSMR	P13725	COMPLEX:P40189_Q99650	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
EGF	EGFR	P01133	P00533	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
TGFA	EGFR	P01135	P00533	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
TGFB1	EGFR	P01137	P00533	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
MIF	EGFR	P14174	P00533	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
AREG	EGFR	P15514	P00533	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
CNTF	EGFR	P26441	P00533	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
GRN	EGFR	P28799	P00533	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
BTC	EGFR	P35070	P00533	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
COPA	EGFR	P53621	P00533	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
EPGN	EGFR	Q6UW88	P00533	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
F2	THBD	P00734	P07204	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PLAU	PLAUR	P00749	Q03405	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
AGT	AGTR1	P01019	P30556	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
AGT	AGTR2	P01019	P50052	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
C3	C3AR1	P01024	Q16581	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
C3	C5AR2	P01024	Q9P296	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
C5	C5AR1	P01031	P21730	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
C5	C5AR2	P01031	Q9P296	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TIMP1	FGFR2	P01033	P21802	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
KNG1	BDKRB2	P01042	P30411	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
KNG1	BDKRB1	P01042	P46663	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
KNG1	RXFP4	P01042	Q8TDU9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PDGFB	PDGFRB	P01127	P09619	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PDGFB	PDGFRA	P01127	P16234	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PDGFB	COMPLEX:PDGFRB_PDGFRA	P01127	COMPLEX:P09619_P16234	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PDGFB	LRP1	P01127	Q07954	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PDGFB	ADGRV1	P01127	Q8WXG9	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
EGF	NRG1	P01133	Q02297	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
TGFB1	AR	P01137	P10275	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
TGFB1	VDR	P01137	P11473	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
TGFB1	TGFBR3	P01137	Q03167	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
TGFB1	COMPLEX:TGFBR1_TGFBR2	P01137	COMPLEX:P36897_P37173	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TGFB1	COMPLEX:TGFBR2_ACVR1	P01137	COMPLEX:P37173_Q04771	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NGF	NTRK1	P01138	P04629	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NGF	NGFR	P01138	P08138	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NGF	SORT1	P01138	Q99523	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GNRH1	GNRHR	P01148	P30968	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GNRH1	GNRHR2	P01148	Q96P88	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NPPA	ESR1	P01160	P03372	CellPhoneDB_v4	False	False	True	False	False		na	False	True	False	False	False		na
NPPA	NPR1	P01160	P16066	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NPPA	NPR3	P01160	P17342	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NPPA	NPR2	P01160	P20594	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
NPPA	RORB	P01160	Q92753	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
OXT	OXTR	P01178	P30559	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
OXT	ESR2	P01178	Q92731	CellPhoneDB_v4	False	False	True	False	False		na	False	False	False	False	False		na
AVP	AVPR2	P01185	P30518	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
AVP	OXTR	P01185	P30559	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
AVP	AVPR1A	P01185	P37288	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
AVP	AVPR1B	P01185	P47901	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
POMC	MC4R	P01189	P32245	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
POMC	MC5R	P01189	P33032	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
POMC	OPRM1	P01189	P35372	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
POMC	OPRD1	P01189	P41143	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
POMC	OPRK1	P01189	P41145	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
POMC	MC3R	P01189	P41968	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
POMC	MC2R	P01189	Q01718	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
POMC	MC1R	P01189	Q01726	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PENK	OPRM1	P01210	P35372	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PENK	OPRD1	P01210	P41143	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PENK	OPRK1	P01210	P41145	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PENK	MRGPRX1	P01210	Q96LB2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PDYN	OPRM1	P01213	P35372	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PDYN	OPRD1	P01213	P41143	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PDYN	OPRK1	P01213	P41145	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PRL	PRLR	P01236	P16471	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
GH1	GHR	P01241	P10912	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
GH1	PRLR	P01241	P16471	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
GH2	GHR	P01242	P10912	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
CALCA	CALCR	P01258	P30988	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
CALCA	COMPLEX:RAMP1_CALCRL	P01258	COMPLEX:O60894_Q16602	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PTH	PTH2R	P01270	P49190	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PTH	PTH1R	P01270	Q03431	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GCG	IDE	P01275	P14735	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
GCG	DPP4	P01275	P27487	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
GCG	GLP1R	P01275	P43220	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GCG	GCGR	P01275	P47871	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
VIP	DPP4	P01282	P27487	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
VIP	VIPR1	P01282	P32241	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
VIP	AVPR1A	P01282	P37288	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
VIP	VIPR2	P01282	P41587	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GHRH	VIPR1	P01286	P32241	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GHRH	GHRHR	P01286	Q02643	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PPY	NPY4R	P01298	P50391	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
PPY	NPY5R	P01298	Q15761	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INS	INSR	P01308	P06213	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INS	IDE	P01308	P14735	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
INS	LILRB2	P01308	Q8N423	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
INS	LILRB1	P01308	Q8NHL6	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IGF2	IGF1R	P01344	P08069	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGF2	IGF2R	P01344	P11717	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
IGF2	IDE	P01344	P14735	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
IGF2	GPR152	P01344	Q8TDT2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GAST	CCKBR	P01350	P32239	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GAST	KIR2DL3	P01350	P43628	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
GAST	GPR152	P01350	Q8TDT2	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
LTA	TNFRSF1A	P01374	P19438	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
LTA	TNFRSF1B	P01374	P20333	CellPhoneDB_v4	False	False	True	False	False		na	True	False	True	False	False		na
LTA	LTBR	P01374	P36941	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
LTA	RIPK1	P01374	Q13546	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
LTA	TNFRSF14	P01374	Q92956	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
TNF	TNFRSF1A	P01375	P19438	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
TNF	TNFRSF1B	P01375	P20333	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
TNF	FAS	P01375	P25445	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
TNF	FLT4	P01375	P35916	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
TNF	NOTCH1	P01375	P46531	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
TNF	PTPRS	P01375	Q13332	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
TNF	RIPK1	P01375	Q13546	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
TNF	DAG1	P01375	Q14118	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
TNF	SEMA4C	P01375	Q9C0C4	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
TNF	VSIR	P01375	Q9H7M9	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
TNF	CELSR2	P01375	Q9HCU4	CellPhoneDB_v4	True	False	True	False	False		na	True	False	False	False	False		na
TNF	ICOS	P01375	Q9Y6W8	CellPhoneDB_v4	True	False	True	False	False		na	True	False	True	False	False		na
IFNA13	CR2	P01562	P20023	CellPhoneDB_v4	False	False	True	False	False		na	True	False	False	False	False		na
